sense_id,word_id,word,definition,current_pol,current_speech_pane,proposed_part_of_speech,proposed_domain,proposed_axis_values,proposed_example,confidence,conflict_reason,owner_user_id,owner_user_name,human_part_of_speech,human_domain,human_axis_values,human_example,human_note
3169,13084,تارا,رۆیشت بەبێ گەڕانەوە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3171,13085,تاران,ڕۆیشتنی بێ گەڕانەوە,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3172,13086,تاراندن,رەواندنی یەکجاری، تەرەکردن,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3173,13087,تارانن,تاراندن,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3177,13088,تارانی,دو قرانی زێوی سکەی ئێران.,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3178,13089,تاراو,ڕۆیشتووی بێ گەڕانەوە,سیفەت,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3179,13090,تارچی,دابەش کەر،,کەس | مرۆڤ,ناو | ئاوەڵناو,,ناو › کەس | کولتووری › مرۆڤ,,,LOW,word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3180,13090,تارچی,تارژەن، تاری مۆسیقالێدەر، تارژەن,کەس | مرۆڤ,ناو | ئاوەڵناو,,ناو › کەس | کولتووری › مرۆڤ,,,LOW,word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3182,13091,تارسە,تاسە، ئارەزوو، موشتاقی,,ناو | کار | ئاوەڵناو,,,,,LOW,word carries several parts of speech (ناو / کار / هاوەڵناو); a sense may only have one,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3183,13092,تارکردن,تارکردن,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3184,13092,تارکردن,رەواندن و دەرکردنی یەکجاری لە جێ ئاوارەکردن,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3185,13093,تارگان,نەوعێ گەنمی خراپ,ڕووەك,ناو,ناو,ڕووەکناسی › ڕووەك,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3186,13094,تارو مار,هەڵلا داد، تێک و پێک، لەناوچو,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3187,13095,تارەت,ئاو بەقنگەوەدان دوای ژیان,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3188,13096,تاری,تاریک، ڕەشی,,ئاوەڵناو,هاوەڵناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3189,13097,تاریاگ,تاراو,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3190,13098,ئاجوج,دەگەڵ یاجوج دەگوترێ، ناوی ھۆزێکی چیرۆکیە,کەس,ناو,ناو,ناو › کەس,ڕەگەز=بێلایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3192,13099,باام,بادام، باوی، چوالە,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3193,13099,باام,بەهیڤ,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3195,13100,ئاجور,کەرپوچ، خشتی لم و ڕەڵمی سورەوەکراو,کەرەستە,ناو,ناو,کولتووری › کەرەستە,ڕەگەز=بێلایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3197,13102,ئاجیل,چەرەز، بادام و نۆک و تۆ کولەکەی شەوچەرە,خواردن,ناو,ناو,کولتووری › خواردن,ڕەگەز=بێلایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3205,13103,ئاچخ,ڕەنگی کاڵ، بەرانبەر بە ڕەنگیتاریک و تۆخ,ڕەنگ,ئاوەڵناو,هاوەڵناو,,,,HIGH,پۆل «ڕەنگ» has no home among the deck's ten (see unmapped.csv),f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3200,13104,باب,باوک,مرۆڤ | سیفەت,ناو | ئاوەڵناو,,کولتووری › مرۆڤ,ڕەگەز=نێر,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3201,13104,باب,شیاو، ڕەوا (ئەم کارە بابی تۆ نییە),مرۆڤ | سیفەت,ناو | ئاوەڵناو,,کولتووری › مرۆڤ,ڕەگەز=نێر,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3202,13104,باب,باو، داب (ڕیش تاشین قەدیم باب نەبوو),مرۆڤ | سیفەت,ناو | ئاوەڵناو,,کولتووری › مرۆڤ,ڕەگەز=نێر,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3203,13104,باب,باڤ,مرۆڤ | سیفەت,ناو | ئاوەڵناو,,کولتووری › مرۆڤ,ڕەگەز=نێر,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3204,13105,بابا,بەڵێ بەڵێ,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,,,HIGH,,ebadd113-3f1e-45e8-8dab-cfe024e7156d,barzihiwa,,,,,
3207,13106,ئاچوخ,ئاواڵە، بەرانبەری داخراو,سیفەت,ئاوەڵکار,هاوەڵکار,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «هاوەڵکار» — they disagree",f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3208,13107,ئاچەر,کلیل، ھاچەر,کەرەستە,ناو,ناو,کولتووری › کەرەستە,ڕەگەز=بێلایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3210,13108,ئاخ,ھاوار لەبەر ئازار، خۆزیا، خاک و خۆڵ,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3211,13109,ئاخا,ئاغا,کەس,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3212,13110,ئاخافتن,قسەکردن، پەیڤین، گوتن، وتو وێژ,سیفەت,ناو,ناو,,ڕەگەز=بێلایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3214,13111,ئاخایۆک,بەکەسێک دەڵێن کە خۆی بە گەورە دەزانێت لە گەورەی نازانێ,کەس | سیفەت,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
3216,13112,تار,ئامێرێکی مۆسیقایە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3217,13112,تار,تاریک,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3218,13112,تار,ڕاهێڵی تەون,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3219,13112,تار,تاڵەمو,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3220,13112,تار,هەڵوەداو دوورکەوتە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3221,13112,تار,کەللە دەفە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3222,13112,تار,ڕەنگی بێ بریقەو مات,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3223,13112,تار,دوو ڕۆژی ئاخری زستان و سێ ڕؤژی سەرەتای بەهار,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3231,13113,تارم,خۆیانی گێرەکراوی بەربا نەدراو,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3232,13113,تارم,هەیوان، بەربێڵایی,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3233,13113,تارم,دەستە، تاقم,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3234,13113,تارم,چادر و دیوەخانی چادر,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3238,13114,تارمایی,ڕەشایی بەر دیمەن، ڕەشایی لە دوورەوە,,ئاوەڵناو,هاوەڵناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3239,13115,تارمە,هەیوانی سەر دانەپۆشراو,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3240,13115,تارمە,محەجەرەی بەر هەیوان,شوێن | کەرەستە,ناو,ناو,ناو › شوێن | کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3242,13116,تاریتی,ڕەشایی شەو، تاریکی,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3243,13117,تاریخ,مێژوو، دێریک، دەرگوزەشتی ڕووداوان،,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3244,13118,تاریف,پەسن، محت,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3245,13118,تاریف,باس کردن و گێڕانەوە بە قسە,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3247,13119,تاریق,تاریخ,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3248,13120,تاریک,تاری، جێگەی پێوار لە خۆر، ڕەشایی هەوا,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3249,13121,تاریکان,سەرەتای شەو، کاتی شێوان، ئێوارێ زۆر درەنگ,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3250,13122,تاریکایی,ڕەشایی شەو، پاش بەرپێواربوونی خۆر,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3251,13123,تاریک بوون,ڕەش هەڵگەڕانی دونیا دوای خۆر ئاوا بوون,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3252,13124,تاریک داهاتن,هاتنی تاریکی پاش نوێژی شێوانی درەنگ,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3253,13125,تاریک کردن,تاریک داهاتن,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3254,13126,تاریک و تنۆک,زۆر تاریک، تاریکی خەست و توند,سیفەت,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3255,13127,تاریک و ڕۆن,بەرەبەیان،بولێڵە، عەوولی سپێدە,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3256,13128,تاریک و ڕۆنە,تاریک و ڕون,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3257,13129,تاریک و ڕونی,تاریک و ڕون,سیفەت | کات,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «کات» has no home among the deck's ten (see unmapped.csv)",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3258,13131,تاریک و نۆتەک,تاریکایی خەست و توند، زۆر تاریک,ڕەنگ,ناو,ناو,,,,HIGH,پۆل «ڕەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3259,13132,تاریکە,تڕەش و تاری,کات,ناو,ناو,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3260,13133,تاریکە شەو,شەو بێ تیشکی مانگ،بەرانبەری مانگەشەو,سیفەت | کات,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «کات» has no home among the deck's ten (see unmapped.csv)",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3261,13134,تاریکی,ڕەشایی شەو,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3262,13135,تازە,نوێ، نو,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3263,13135,تازە,باش، چاک، پەسند,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3265,13136,تازەئیجاد,تازە دروستکراو، تازە داهاتوو,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3266,13137,تازەباو,بابەتی ڕۆژ، نوێ داهاتگ,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3267,13138,تازە برین,بریتی لە کەسێک بە تازەگی تووشی بەڵایەک بوە,نەخۆشی | سیفەت,ناو | ئاوەڵناو,,زانستیی پزیشکی › نەخۆشی,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3268,13139,تازە بوونەوە,کۆنی دەسکاری کراو,سیفەت,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
3269,13140,تازە بە تازە,بریتییە لە تەوەزەلێ کە درەنگ وەخۆ کەوتووە,سیفەت | کات,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «کات» has no home among the deck's ten (see unmapped.csv)",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
